"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","predicted_prob","predicted_class"
14,0,12,0,6392,135,77,41,1,2,1,15,782.485,0,0.0296509671015477,0
10,0,10,0,8932,165,65,39,4,1,1,45,389.925,0,0.000219571511912776,0
6,0,11,2,2852,39,23,18,3,1,1,30,207.64,0,0.0897337509859847,0
0,0,4,0,4390,34,207,9,3,1,1,30,1004.96,0,0.0200972270899293,0
1,0,4,0,1487,13,0,6,2,1,1,25,67.5,1,0.297533772019418,0
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,0,0.0219120638666725,0
2,0,44,0,318,11,15,5,3,1,2,30,73.16,0,0.268978731527817,0
12,0,42,1,2453,66,367,25,3,1,1,30,1568.76,0,0.000155205356151258,0
12,0,43,1,4198,72,9,36,1,1,1,15,284.35,0,0.0561029730740684,0
5,0,43,1,2393,64,10,34,2,1,1,25,155.565,0,0.0115156612960613,0
13,0,43,2,3775,88,40,29,3,1,1,30,314.52,0,0.00653240809031105,0
6,0,43,1,2360,45,293,19,4,1,1,45,792.625,0,6.24803860870897e-06,0
15,0,42,3,9115,127,152,44,3,1,1,30,977.68,0,0.00117125439571283,0
9,0,43,1,13773,175,8,45,3,1,1,30,589.92,0,0.00389795146461416,0
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,0,0.00768312311771917,0
8,0,43,1,5918,101,15,13,3,1,1,30,300.76,0,0.00816381537554947,0
11,1,43,0,2238,60,16,18,3,1,2,30,155.92,0,0.905426468772476,1
27,0,43,4,15140,231,62,33,3,1,1,30,862.84,0,0.00045288776524527,0
6,0,43,2,3095,33,491,9,4,1,1,45,1305.7,0,2.96980278947253e-08,0
11,0,42,1,15485,188,158,31,2,1,1,25,1416.285,0,0.00238153409656522,0
5,0,42,2,6500,92,194,27,3,1,1,30,1039.68,0,0.000634724819867863,0
2,0,42,0,875,20,8,12,2,1,2,25,76.275,0,0.232650328427511,0
4,0,43,0,710,20,21,9,3,1,2,30,113.2,0,0.241464730725585,0
0,0,42,0,0,0,8,0,2,1,2,25,36,1,0.325363927088319,0
5,0,42,1,7508,133,392,44,3,1,1,30,1873.64,0,8.0355830841771e-06,0
9,0,42,2,11465,160,19,48,4,1,1,45,338.125,0,0.000333998740909842,0
10,0,42,2,6718,81,116,38,2,1,1,25,827.955,0,0.0157293863777609,0
25,1,38,0,955,53,24,18,3,1,2,30,136.32,1,0.981309509076601,1
23,0,41,9,10435,99,9,43,5,2,1,55,171.51,0,0.00185523291057695,0
15,0,41,2,5818,104,34,25,3,1,1,30,372.88,0,0.00908283037086521,0
3,0,39,1,2840,28,8,15,3,1,1,30,146.72,0,0.0849940850254874,0
11,0,40,0,2990,47,17,17,3,1,2,30,189.48,1,0.333884889267721,0
11,1,41,0,2268,50,42,32,4,1,2,45,162.95,1,0.845162515228105,1
2,0,41,0,133,8,8,3,3,1,2,30,37.64,1,0.328972973547398,0
3,0,41,1,1668,31,8,7,4,1,1,45,62.475,0,0.03589933948532,0
5,0,38,2,6785,103,22,23,5,1,1,55,136.32,0,0.000734725782161221,0
2,0,41,0,628,13,17,5,4,1,2,45,58.525,1,0.247455390968868,0
2,0,41,2,338,10,12,3,5,1,1,55,23.22,0,0.0450492783563668,0
27,0,36,4,16075,244,8,81,2,1,1,25,770.355,0,0.0017319945789171,0
8,0,39,4,6965,122,279,34,3,2,1,30,1399.48,0,3.25984469609973e-05,0
4,0,41,1,3718,88,10,29,3,1,1,30,192.24,0,0.00479521298886599,0
5,0,40,0,1665,50,46,21,4,1,2,45,157.875,0,0.0334562872972669,0
8,0,41,1,2780,59,183,24,2,1,1,25,951.255,0,0.00561137200321053,0
6,1,32,2,1315,42,201,12,3,2,1,30,858.28,1,0.0942757826345576,0
6,0,31,1,1568,45,38,69,5,1,1,55,81.195,0,0.00927226726782272,0
13,0,32,0,700,31,18,8,3,1,2,30,101.24,0,0.442914370534123,0
2,0,31,0,825,16,29,4,4,1,2,45,93.525,0,0.218512899178448,0
12,0,30,1,1225,38,27,14,2,1,1,25,178.335,0,0.0836534106676356,0
4,0,30,1,3225,67,16,24,3,1,1,30,195.68,0,0.0161938720699645,0
4,0,23,1,1695,32,36,15,3,1,1,30,213.08,0,0.0552210021789379,0
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,0,0.00222272700935482,0
14,0,20,1,8932,177,81,41,5,1,1,55,258.135,0,1.23795131189345e-05,0
10,0,21,4,2852,51,39,20,3,1,1,30,272.12,0,0.0229805440015763,0
4,0,14,2,4390,46,223,11,3,1,1,30,1069.44,0,0.00486970677414848,0
5,1,14,2,1487,25,8,8,3,1,1,30,92.48,1,0.877332089980673,1
14,0,39,1,5080,82,30,17,3,1,1,30,326.48,0,0.0322178725677445,0
6,0,40,0,1028,16,15,4,3,1,2,30,101.76,0,0.41126412820756,0
16,0,38,1,3163,71,367,24,3,1,1,30,1597.36,0,0.000294617506077162,0
16,0,39,1,4908,77,9,35,1,1,1,15,323.675,0,0.111653559014608,0
9,0,39,1,3103,69,10,33,2,1,1,25,187.74,0,0.0224126182996729,0
17,0,39,2,4485,93,40,28,3,1,1,30,343.12,0,0.0123294614359548,0
10,0,39,1,3070,50,293,18,3,1,1,30,1296.8,0,0.0011986303610215,0
19,0,38,3,9825,132,152,43,3,1,1,30,1006.28,0,0.00222129804548129,0
13,0,39,1,14483,180,8,44,3,1,1,30,618.52,0,0.00737446368576554,0
13,0,39,2,5225,94,10,25,3,1,1,30,252.76,0,0.0144864646831409,0
12,0,39,1,6628,106,15,12,3,1,1,30,329.36,0,0.0153862061034916,0
15,0,39,0,2948,65,16,17,3,1,2,30,184.52,0,0.239370340716694,0
31,1,39,4,15850,236,62,32,3,1,1,30,891.44,0,0.0473304787202839,0
10,0,39,2,3805,38,491,8,3,1,1,30,2117.72,0,0.000125872580372548,0
15,0,38,1,16195,193,158,30,2,1,1,25,1448.46,0,0.00467600231379803,0
9,0,38,2,7210,97,194,26,3,1,1,30,1068.28,0,0.00120434322794357,0
6,0,38,0,1585,25,8,11,2,1,2,25,108.45,0,0.373693312083882,0
8,0,39,0,1420,25,21,8,3,1,2,30,141.8,0,0.376695586558326,0
6,0,38,0,710,11,8,2,2,1,2,25,68.445,1,0.467174839918032,0
9,0,38,1,8218,138,392,43,3,1,1,30,1902.24,0,1.52555076485121e-05,0
13,0,38,2,12175,165,19,47,4,1,1,45,356,0,0.000569165429307075,0
14,0,38,2,7428,86,116,37,2,1,1,25,860.13,0,0.030490683925835,0
29,1,34,0,1665,58,24,17,3,1,2,30,164.92,1,0.99006730688427,1
27,0,37,9,11145,104,9,42,5,2,1,55,182.235,0,0.0029397550110215,0
19,0,37,2,6528,109,34,24,2,1,1,25,451.665,0,0.0238912241803042,0
7,0,35,1,3550,33,8,14,3,1,1,30,175.32,0,0.149913377007147,0
15,1,36,0,3700,52,17,16,3,1,2,30,218.08,1,0.982130580331535,1
15,1,37,0,2978,55,42,31,3,1,2,30,289.32,1,0.959207972337625,1
6,0,37,0,843,13,8,2,3,1,2,30,66.24,1,0.482066305483749,0
7,0,37,1,2378,36,8,6,4,1,1,45,80.35,0,0.0596808784404553,0
9,0,34,2,7495,108,22,22,5,1,1,55,147.045,0,0.00116499234934746,0
6,1,37,0,1338,18,17,4,4,1,2,45,76.4,1,0.970034083896343,1
6,0,37,2,1048,15,12,2,5,1,1,55,33.945,0,0.0696226932683179,0
31,1,32,4,16785,249,8,80,2,1,1,25,802.53,0,0.164720616459705,0
12,1,35,4,7675,127,279,33,3,2,1,30,1428.08,0,0.00356182625794413,0
8,0,37,1,4428,93,10,28,3,1,1,30,220.84,0,0.00906469407191328,0
9,0,36,0,2375,55,46,20,3,1,2,30,281.2,0,0.126349968899706,0
12,0,37,1,3490,64,183,23,2,1,1,25,983.43,0,0.0109833402333864,0
10,0,28,2,2025,47,201,11,3,2,1,30,886.88,0,0.00340984204237469,0
10,0,27,1,2278,50,38,68,4,1,1,45,153.2,0,0.0228123494337649,0
17,0,28,0,1410,36,18,7,3,1,2,30,129.84,0,0.601501608077059,1
6,0,27,0,1535,21,29,3,4,1,2,45,111.4,0,0.322767057010472,0
16,0,26,1,1935,43,27,13,2,1,1,25,210.51,0,0.152295268141923,0
8,0,26,1,3935,72,16,23,3,1,1,30,224.28,0,0.0303032713635205,0
8,0,19,1,2405,37,36,14,2,1,1,25,271.89,0,0.113226631251948,0
22,0,18,2,7102,152,93,42,2,2,1,25,744.93,0,0.00436486334998072,0
18,0,16,1,9642,182,81,40,5,1,1,55,268.86,0,1.96374569399641e-05,0
14,0,17,4,3562,56,39,19,3,2,1,30,300.72,0,0.0427461135448765,0
8,0,10,2,5100,51,223,10,3,1,1,30,1098.04,0,0.00920490090991156,0
9,0,10,2,2197,30,8,7,3,1,1,30,121.08,1,0.190346802263761,0
2,0,37,0,3660,60,0,17,2,1,1,25,167.4,0,0.0325206765772435,0
0,0,38,0,0,0,0,0,2,1,2,25,0,0,0.370494842985033,0
4,0,36,0,1743,49,334,24,2,1,1,25,1583.64,0,0.00150872521970314,0
4,0,37,0,3488,55,0,35,1,1,1,15,194.865,0,0.0604448281588298,0
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,0,0.0217353608389185,0
5,0,37,0,3065,71,7,28,3,1,1,30,153.44,0,0.0182077224727513,0
0,0,37,0,1650,28,260,18,3,1,1,30,1107.12,0,0.00159257952266342,0
7,0,36,1,8405,110,119,43,3,1,1,30,816.6,0,0.00329642067218795,0
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,0,0.00530726279896085,0
1,0,37,0,3805,72,0,25,3,1,1,30,155.08,0,0.0154346724429417,0
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,0,0.0135693812983616,0
3,0,37,0,1528,43,0,17,3,1,2,30,62.84,0,0.149511070273289,0
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,0,0.00127628918775426,0
0,0,37,0,2385,16,458,8,3,1,1,30,1928.04,0,0.000241360997186802,0
3,0,36,0,14775,171,125,30,2,1,1,25,1235.07,0,0.00379721051078923,0
0,0,36,0,5790,75,161,26,3,1,1,30,878.6,0,0.00262036208226885,0
0,0,36,0,165,3,0,11,2,1,2,25,7.56,0,0.363378900120124,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,0.377756370788805,0
0,0,36,0,0,0,0,0,2,1,2,25,0,1,0.385073161356644,0
0,0,36,0,6798,116,359,43,2,1,1,25,1926.63,0,0.000168236301305585,0
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,0,0.00500114745504509,0
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,0,0.0355074650162695,0
17,0,32,0,245,36,0,17,2,1,2,25,12.645,1,0.482384924131884,0
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,0,0.0125473518164247,0
7,0,35,0,5108,87,1,24,2,1,1,25,238.275,1,0.027853359439471,0
0,0,33,0,2130,11,0,14,3,1,1,30,85.64,0,0.193407503614246,0
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,1,0.967438602501096,1
3,0,35,0,1558,33,9,31,3,1,2,30,99.64,1,0.225146142642535,0
0,0,35,0,0,0,0,0,3,1,2,30,0,1,0.431986111209966,0
0,0,35,0,958,14,0,6,3,1,1,30,38.88,0,0.106340053323522,0
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,0,0.0084719043331633,0
0,0,35,0,0,0,0,0,4,1,2,45,0,1,0.472416235679643,0
0,0,35,0,0,0,0,0,5,1,1,55,0,0,0.196889400338117,0
19,0,30,2,15365,227,0,80,2,1,1,25,701.64,0,0.00315100146149406,0
0,0,33,2,6255,105,246,33,2,2,1,25,1393.2,0,0.000369976276278927,0
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,0,0.0110479273663385,0
0,0,34,0,955,33,13,20,3,1,2,30,91.52,0,0.131476600684046,0
0,0,35,0,2070,42,150,23,2,1,1,25,770.04,0,0.00892980395538668,0
0,0,26,0,605,25,168,11,2,2,1,25,784.35,0,0.0132048526360628,0
0,0,25,0,858,28,5,68,4,1,1,45,34.65,0,0.0596439910983835,0
0,0,26,0,0,0,0,0,2,1,2,25,0,0,0.460595106396742,0
0,0,25,0,0,0,0,0,4,1,2,45,0,0,0.549753711034633,1
4,0,24,0,515,21,0,13,2,1,1,25,24.12,0,0.121096794050229,0
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,0,0.0402781700223568,0
0,0,17,0,985,15,3,14,2,1,1,25,58.5,0,0.14721336469661,0
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,0,0.0140866317475216,0
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,0,0.000212663870694958,0
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0,0.0622125387891944,0
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0,0.0224816621991991,0
0,0,8,0,777,8,0,7,3,1,1,30,31.4,1,0.263230830762271,0
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0,0.043852602713883,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0,0.318258090395859,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0,0.000317688333924841,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0,0.0972761367826285,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0,0.0247628777494418,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,0.0132824322257425,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0,0.00129240086503497,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0,0.00239488141925951,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,0.00794753372589388,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0,0.0156035210427823,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,0.0165714752200337,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,0.93143495789058,1
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0,0.00092672271228117,0
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0,0.000135731170379363,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0,0.00467124182560643,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,0.00129856007634865,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,0.292350145858447,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0,0.311149501036987,0
0,0,37,0,0,0,0,0,2,1,2,25,0,1,0.377756370788805,0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0,0.000141239815869195,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0,0.000771782191393888,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0,0.0304604466320386,0
23,0,33,0,955,47,16,17,2,1,2,25,117.09,1,0.555277522576075,1
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,0,0.212045263172927,0
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1,0.0238673703867498,0
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0,0.159780168193867,0
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,1,0.976234788005307,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,0.233301280735875,0
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,0.410253216302133,0
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,0.0862325208044581,0
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,0.00183978991712551,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,0.345066652781419,0
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,0.105751948068713,0
25,0,31,3,16075,238,0,80,2,1,1,25,734.085,0,0.00339933544529836,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,0.000315752917818685,0
2,0,36,0,3718,82,2,28,2,1,1,25,180,0,0.0101394781950684,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,0.0975474296850427,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,0.0109722292334333,0
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,1,0.338162090316466,0
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0,0.030690146884415,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,0.510987965297536,1
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,0.309401351210384,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,0.152163196706795,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,0.032599622986544,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,0.113123919118331,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,0.00436041823470533,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,0.000137047343601246,0
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,0.0459406998550976,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,0.00991879297810503,0
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,1,0.202241668312953,0
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0,0.043852602713883,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0,0.318258090395859,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0,0.000317688333924841,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0,0.0972761367826285,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0,0.0247628777494418,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0,0.0132824322257425,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0,0.00129240086503497,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0,0.00239488141925951,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0,0.00794753372589388,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0,0.0156035210427823,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0,0.0165714752200337,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0,0.93143495789058,1
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0,0.00092672271228117,0
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0,0.000135731170379363,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0,0.00467124182560643,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0,0.00129856007634865,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0,0.292350145858447,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0,0.311149501036987,0
0,0,37,0,0,0,0,0,2,1,2,25,0,1,0.377756370788805,0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0,0.000141239815869195,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0,0.000771782191393888,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0,0.0304604466320386,0
23,1,33,0,955,47,16,17,2,1,2,25,117.09,1,0.986322739156735,1
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,0,0.00463777374115838,0
13,1,36,1,5818,98,26,24,2,1,1,25,383.22,1,0.585439803644985,1
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0,0.159780168193867,0
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1,0.41562704113895,0
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1,0.233301280735875,0
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1,0.410253216302133,0
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0,0.0862325208044581,0
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0,0.00183978991712551,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1,0.345066652781419,0
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0,0.105751948068713,0
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0,0.16457986168973,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0,0.000315752917818685,0
2,0,36,0,3718,82,2,28,2,1,1,25,180,0,0.0101394781950684,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0,0.0975474296850427,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0,0.0109722292334333,0
4,0,27,1,1315,36,193,11,2,2,1,25,929.295,0,0.00876898364275621,0
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0,0.030690146884415,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0,0.510987965297536,1
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0,0.309401351210384,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0,0.152163196706795,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0,0.032599622986544,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0,0.113123919118331,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0,0.00436041823470533,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0,0.000137047343601246,0
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0,0.0459406998550976,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0,0.00991879297810503,0
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,1,0.93606925190115,1
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0,0.0345635888256417,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,0.377756370788805,0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0,0.00135732116646461,0
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0,0.0666436614787212,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0,0.021243142766697,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0,0.0168906372124459,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0,0.00112884195137456,0
8,0,35,1,8810,115,137,41,3,1,1,30,905,0,0.0026551762039315,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0,0.00553604170875652,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0,0.0160929481612606,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0,0.0144395626536155,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0,0.153109419677522,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0,0.00102761068745713,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0,0.00017101255286275,0
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0,0.00341693758562759,0
0,0,35,0,6195,80,179,24,3,1,1,30,967,0,0.00185790507409599,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0,0.348566154134382,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0,0.312747785718463,0
0,0,35,0,0,0,0,0,2,1,2,25,0,1,0.392442290457604,0
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0,0.000133198856454169,0
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0,0.00492601990369037,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0,0.0320537369118629,0
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1,0.477035654255052,0
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0,0.0123094739795657,0
8,1,34,0,5513,92,19,22,2,1,1,25,337.725,1,0.598152875556556,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0,0.180458619466142,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1,0.349681451440389,0
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1,0.189556560721242,0
0,1,34,0,0,0,0,0,3,1,2,30,0,1,0.978405619810761,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0,0.0985085229275889,0
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0,0.0059645012047282,0
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1,0.471727295826908,0
0,0,34,0,0,0,0,0,5,1,1,55,0,0,0.201839318794992,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0,0.00335534241406669,0
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0,0.000332810214486792,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0,0.0103637606367024,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0,0.0968615906180827,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0,0.00803967391805164,0
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,1,0.379609005788908,0
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0,0.031198510157626,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0,0.432911832268907,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0,0.431597776265279,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0,0.115917238646115,0
0,0,23,0,2920,55,1,21,3,1,1,30,123,0,0.0365982771032537,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0,0.120236995222555,0
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,0,0.0158040049903978,0
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,0,0.000122717821108729,0
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,0,0.0507127493661962,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0,0.0160329849606142,0
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,1,0.986582341540371,1
6,0,38,0,4125,68,3,17,2,1,1,25,202.185,0,0.0400351709491244,0
0,0,39,0,73,2,5,4,2,1,1,25,25.875,0,0.104775818632847,0
8,0,37,0,2208,57,357,24,2,1,1,25,1708.425,0,0.00155144757767188,0
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,0,0.0792707593731855,0
1,0,38,0,2148,55,0,33,1,1,1,15,121.165,0,0.0198707786869707,0
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,0,0.0113682589823473,0
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,0,0.00110421521505436,0
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,0,0.00204649324404,0
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,0,0.0066050615462186,0
5,0,38,1,4270,80,0,25,3,1,1,30,174,0,0.0133593772202351,0
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,0,0.0164738685377674,0
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0,0.0446360167304985,0
23,0,38,3,14895,222,52,32,3,1,1,30,812.68,0,0.000791741008734415,0
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,0,0.000115947889439597,0
7,0,37,0,15240,179,148,30,2,1,1,25,1359.855,0,0.00390448217867045,0
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0,0.00110947858392277,0
0,0,37,0,630,11,0,11,2,1,1,25,28.845,0,0.0922697232862317,0
0,0,38,0,465,11,11,8,2,1,1,25,70.92,0,0.0762012718567292,0
0,0,37,0,0,0,0,0,2,1,1,25,0,1,0.123706358125613,0
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,0,0.000117967917113052,0
5,0,37,1,11220,151,9,47,3,1,1,30,490.84,0,0.00379874267080005,0
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,0,0.0255692722184273,0
21,1,33,0,710,44,14,17,2,1,1,25,96.93,1,0.933359055127957,1
19,0,36,8,10190,90,0,42,4,1,1,45,257,0,0.0101163384368329,0
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,1,0.541175373424048,1
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,0,0.152053565818361,0
7,0,35,0,2745,38,7,16,3,1,1,30,139.32,1,0.123790502010384,0
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,1,0.77733528127638,1
0,0,36,0,0,0,0,0,3,1,1,30,0,1,0.14635589893586,0
